id,marketcap
0d0d9689-bf75-41ee-9555-aa2f2ca0186b,40928795
0f2d0434-2ff5-4166-8d59-5cb1e5b102e1,15638623
1bc28038-aa5b-4e3d-9ad9-eaf8cbfed677,87470856
1c1cd416-b027-4d73-9d4d-0a9edc63524d,149291873
20a20296-c751-4011-88fa-fc2b8b0a8564,28784359
2db6b38a-681a-4514-9d67-691e319597ee,11985884427
317d6ffb-c0b3-43c1-a88a-e19ab22d6171,21755684
39a5cc70-09c6-4e20-899e-131507186776,9949775
39b71592-9e16-4198-8ca5-3b19a3f41dd3,438841639
39f97a1d-e784-497c-926f-d065511bbd69,76287782
3b3bb244-c3df-47c4-b5d4-cc8af1c121b1,35639344
40f2f803-cf08-4970-a178-cbe19a916ff7,169359958
4758c080-821e-4a19-bbae-4df59682d229,1300242402
54038f3f-95f5-46a3-a9ba-c972b7c1d115,2903196
54d246b7-f554-4386-97da-907a03c1a812,526517324
6f14c9a5-bbfc-4d63-aef2-e649e6a800db,23320035
72ff9ca6-8231-40bd-ba05-e9758a2cbb4c,13057056
752ea4d3-b21a-4d7c-8297-4817e9d0102c,33630894
7664656b-a3b9-4e40-9a82-a10c2e75b0ec,266796884
7ab662b2-2574-4e48-96ea-dc8eb4545a0b,136589123
a9c04b71-33e4-4fed-8126-cf1612c7e198,8490419717
b3f0e728-3adf-4725-bc02-2c3a2b5c0ae9,37858438
b84be4dc-e6df-48e7-82db-031de8161794,186335955
bc000886-31af-4aa1-9b4e-e0ec9546dfca,150097585
bc8775ef-a2b9-4786-b6e4-5692e53b5d87,201046208
be85b939-ec81-4d45-bd32-f52d63706a68,21645609
c0da60ef-b73f-45bd-8466-e90432406e4c,8349688
c46470b3-5614-4dd3-a286-59a600fad94f,8775682
cb1eec26-bd87-4585-a3f1-568ad28d3ef2,10939119
cb43529e-f4a4-4f18-a348-116ad35c9351,52202649
ce222383-2753-44d4-b9ef-2dd67a7ea730,1825135788
d3540108-d1d6-4bd4-ae37-5a5287ecf9af,34247905
db7344b5-586a-4e9f-917f-1ce09831decd,119814438
eb9e9e28-13b8-4355-a70b-d4ae2a4ba724,98884704
f086ee5f-e8c6-42ae-9c65-e2cb33879196,752856248
fefc437d-46fa-4470-9ffe-e6c7219a1f9d,11238727
b3f0e728-3adf-4725-bc02-2c3a2b5c0ae9,4711072
